Port of Oakland;USOAK;-122.2261098361211 37.83108129643807,-122.2278264498906 37.76475191520932,-122.3360303343376 37.76077115782488,-122.3636105990606 37.80364343295334,-122.3333981967168 37.85155133831861,-122.2261098361211 37.83108129643807
Ingleside;USYIG;-97.29546154272225 27.88007505489651,-97.25051747407248 27.89097193912683,-97.1781075746328 27.81660310206327,-97.22484630304804 27.80894255461604,-97.29546154272225 27.88007505489651
Bequia;VCBQU;-61.23923320722022 13.01133950049314,-61.23656562855538 13.01267467837981,-61.23400533825113 13.00872614233369,-61.23755073006102 13.00740994925498,-61.23923320722022 13.01133950049314
Barreiro;PTBRO;-9.059150010173969 38.68521154546946,-9.04943553632015 38.67228266862537,-9.080744228734464 38.66136211723,-9.088117862296121 38.66527664885211,-9.059150010173969 38.68521154546946
Tuzla;TRTUZ;29.26537688609799 40.85568240989019,29.27903956114436 40.86279295277041,29.30181591094127 40.84606191463595,29.27957795697851 40.82906032568846,29.26026605730997 40.83354728187177,29.26537688609799 40.85568240989019
Felixstowe Port;GBFXT;1.279525985544306 51.96524733140768,1.286075122 51.97353382,1.337573535 51.95248506999999,1.322208874069028 51.93613864774093,1.313511366049633 51.94175642408692,1.307403080306821 51.95034488144506,1.279525985544306 51.96524733140768
Pendik;TRPEN;29.25964963119598 40.86972636095282,29.27326549855182 40.86270443575901,29.26554073658894 40.85323250728976,29.25141769074957 40.85919319197157,29.25964963119598 40.86972636095282
Yalova;TRYAL;29.40944922220105 40.70011158622876,29.44151868234066 40.69381122273501,29.44370346731183 40.68922607889132,29.42700549557948 40.68604587300669,29.4020170620005 40.69585225099823,29.40944922220105 40.70011158622876
Europoort;NLEUR;4.099809342243264 51.99699595497336,4.112137738794576 51.99430551773,4.106051596992205 51.98709821129319,4.094659500934672 51.99113444323228,4.099809342243264 51.99699595497336
Siam Seaport;THSBP;100.8677007385368 13.14779765199074,100.9224763500343 13.14065518760151,100.8893925172116 13.10493977012595,100.8602100831295 13.10995544003053,100.8677007385368 13.14779765199074
Thasos;GRTSO;24.70397325927263 40.78178002841636,24.7138242795678 40.78274011985226,24.71544335941655 40.78114488517804,24.70941570496291 40.77907693054709,24.70383671021193 40.77928372732055,24.70397325927263 40.78178002841636
Nghi Son;VNNGH;105.8117435062622 19.3245951137127,105.8292997796406 19.30324051619907,105.8070618256778 19.29241488106379,105.7958648236553 19.31575906727801,105.8117435062622 19.3245951137127
Kozmino;RUKZM;133.0162584653505 42.72335802224512,133.0461484988715 42.72136177435524,133.0445875130781 42.71103973044066,133.0041174448958 42.71346110770835,133.0162584653505 42.72335802224512
Vuzhno Kurilsk;RUYKL;145.8470691407116 44.03210079963335,145.8579735409718 44.03263372941751,145.8602168421044 44.01808861988977,145.8490588526025 44.01810264912254,145.8470691407116 44.03210079963335
Dung Quat;VNDQT;108.7911868466919 15.43145767970694,108.826221378885 15.40069249214133,108.7743328301159 15.36570942003415,108.7437458929063 15.38940826191451,108.7911868466919 15.43145767970694
Norddeich;DENOE;7.157958930788874 53.62967517892372,7.169175440381361 53.62568992750909,7.156183795619136 53.61989357790759,7.149317340541011 53.62207453361179,7.157958930788874 53.62967517892372
Gaolan;CNGLN;113.2477921395585 22.01480343844776,113.3303456715331 21.90972883580811,113.2420180979207 21.85730728327391,113.1011153090769 22.04146360696657,113.1114930272126 22.06540116578368,113.2477921395585 22.01480343844776
Macun;CNMCN;110.0501082468271 19.97401517459946,110.0546164203946 19.96760069872323,110.0163073634662 19.94878732355986,110.0117157026081 19.95845912983785,110.0501082468271 19.97401517459946
VAGUR;FOVAG;-6.848109170666049 61.45308186965404,-6.848109170666049 61.49905515134588,-6.733565297838673 61.49905515134588,-6.733565297838673 61.45308186965404,-6.848109170666049 61.45308186965404
Pengerang;MYPGG;104.125862734855 1.357044337433805,104.2007695141917 1.360476596986018,104.2081041404715 1.316051831383049,104.1186451566143 1.328259949690676,104.125862734855 1.357044337433805
BALHAF;YEBLH;48.13858121906114 13.961215910867995,48.13858121906114 14.007517659085382,48.195087308856515 14.007517659085382,48.195087308856515 13.961215910867995,48.13858121906114 13.961215910867995
INHAMBANE;MZINH;35.359765370966045 -23.942554815524034,35.359765370966045 -23.884741147346443,35.43471580546128 -23.884741147346443,35.43471580546128 -23.942554815524034,35.359765370966045 -23.942554815524034
Port of Miike;JPMII;130.3633725451188 32.97762691359706,130.3633725451188 33.035366937608615,130.44503557494147 33.035366937608615,130.44503557494147 32.97762691359706,130.3633725451188 32.97762691359706
GAOGANG;CNGAO;119.8747366940981 32.27051739462523,119.8611825961299 32.28192878047001,119.845117945285 32.29347779367176,119.838065521969 32.30096270442583,119.8145622201874 32.31836665868174,119.7859233787195 32.32750556964048,119.7568410782579 32.33022530440186,119.7373288995615 32.32397583468074,119.7278803703986 32.31709729144173,119.7019630752648 32.31047211970446,119.6903473225276 32.32572862919911,119.6701245893682 32.34314647031614,119.6789222414854 32.35269979476458,119.9050574866605 32.36449353002109,119.884263900519 32.27195069996688,119.8747366940981 32.27051739462523
Manzanillo;PAMIT;-79.88918739604041 9.366282994367126,-79.88253551768348 9.369183491546451,-79.87939367701078 9.354067090534173,-79.88453108119057 9.35446904038993,-79.88918739604041 9.366282994367126
Kherson Commerical Seaport;UAKHE;32.554446672655686 46.600287024241,32.554446672655686 46.65789372577763,32.65409315923289 46.65789372577763,32.65409315923289 46.600287024241,32.554446672655686 46.600287024241
BRUNSWICK;USSSI;-81.55202952764225 31.10863738572444,-81.55202952764225 31.16639432467407,-81.52931512633026 31.19102435876275,-81.47201095756196 31.16639432467407,-81.47201095756196 31.10863738572444,-81.55202952764225 31.10863738572444
Mont Louis Harbor;CAMOL;-65.7398573637079 49.22761982722098,-65.7398573637079 49.239135425621136,-65.7189008866865 49.239135425621136,-65.7189008866865 49.22761982722098,-65.7398573637079 49.22761982722098
Miri Port;MYMYY;113.93066440662682 4.387842180056702,113.93066440662682 4.445749502258622,113.97188961015708 4.445749502258622,113.99942012746166 4.399886622021247,113.99942012746166 4.387842180056702,113.93066440662682 4.387842180056702
Port of Port Townsend;USTWD;-122.7778823179771 48.10151913289209,-122.7824599568787 48.10598025931031,-122.752361992397 48.12077465530541,-122.7462680135152 48.11418503625461,-122.7778823179771 48.10151913289209
Port of Akita;JPAXT;140.02449484943918 39.75188872676207,140.02449484943918 39.77495824713616,140.06011811951478 39.77495824713616,140.06011811951478 39.75188872676207,140.02449484943918 39.75188872676207
Port of Massawa;ERMSW;39.440837850703126 15.5892639408102,39.440837850703126 15.63555922138877,39.49776701253743 15.63555922138877,39.49776701253743 15.5892639408102,39.440837850703126 15.5892639408102
Port of Sakaiminato;JPSMN;133.24221496850845 35.525770421187644,133.24221496850845 35.54885644472431,133.2758743877639 35.54885644472431,133.2758743877639 35.525770421187644,133.24221496850845 35.525770421187644
Sorrento Harbor;USRRO;-68.22449524572473 44.44601236265305,-68.22449524572473 44.492114573083306,-68.14777365076219 44.492114573083306,-68.14777365076219 44.44601236265305,-68.22449524572473 44.44601236265305
Sviby Harbor;EESVI;23.29142190604197 58.96366354893577,23.29142190604197 58.980909213917535,23.331221760715955 58.980909213917535,23.331221760715955 58.96366354893577,23.29142190604197 58.96366354893577
Port of Kobe;JPUKB;135.1309395053954 34.65942637766298,135.223979971704 34.71701576272605,135.3047508262797 34.72166324235518,135.3074074009033 34.71927335350689,135.3082657077881 34.70290442398246,135.2979660251709 34.68286218701907,135.2521324375243 34.64657622300531,135.1333427646728 34.63654889478886,135.1309395053954 34.65942637766298
ELIZABETHPORT;USPEB;-74.17971437583505 40.6518600824985,-74.17387788901864 40.64287316646735,-74.19298739958235 40.63340818196795,-74.20194452415049 40.6380535970915,-74.17971437583505 40.6518600824985
Port of Gdansk;PLGDN;18.63762459981377 54.31755048802398,18.62595162618096 54.39077949264836,18.65101418721612 54.42335041747455,18.73203835713799 54.41496038321733,18.81374917256768 54.35618204756386,18.77598366963799 54.3185517636602,18.63762459981377 54.31755048802398
Port of San Francisco;USSFO;-122.399256800134 37.70320818344786,-122.4482462481433 37.80681287946864,-122.4402220100724 37.80835836565507,-122.419622644838 37.81218963712446,-122.4083788246475 37.8114776459615,-122.3997867460734 37.80743771794648,-122.3841307420604 37.78951219598157,-122.3733050694607 37.75282967026102,-122.3546304194252 37.72890072815015,-122.3586819429268 37.71262178464778,-122.399256800134 37.70320818344786
SAUSALITO;USJMC;-122.5076460988145 37.8311322386801,-122.5120093345412 37.87876750226141,-122.4382770490221 37.87728709161172,-122.4382770490221 37.85289758816495,-122.4735378513735 37.8311322386801,-122.5076460988145 37.8311322386801
Neah Bay Harbor;USNEB;-124.62963431623 48.36344794301172,-124.631122051656 48.37641024687781,-124.5957025805597 48.38017287771137,-124.5884355857612 48.36755366239572,-124.62963431623 48.36344794301172
SLAVYANKA;RUSKA;131.36703018310405 42.86202445808552,131.36703018310405 42.91966862409626,131.4604502874933 42.91966862409626,131.4604502874933 42.86202445808552,131.36703018310405 42.86202445808552
Port of Maanshan;CNMAA;118.4615111260134 31.7350006755659,118.4709095890208 31.75244558987332,118.4763276538505 31.75883454371343,118.4865603262704 31.7698827937016,118.4971639917029 31.77832876017816,118.5093340698193 31.76718892023358,118.4781551235279 31.73279853740881,118.4615111260134 31.7350006755659
Port of Changzhou;CNCZX;119.993663202046 31.94767574608356,119.940677053534 31.98854858217837,119.9930894123878 32.03144326432444,120.0630143983351 31.97631776328198,120.0601297815458 31.96637816263214,120.0360047513874 31.97229164240133,120.0212929851171 31.97921820763524,120.0115398977792 31.98754412671437,120.0026017489915 31.99186123843239,119.9976092648183 31.99717512036818,119.9895268758598 32.00812948052018,119.9859649022881 32.00939102894041,119.9804717382256 32.01588044618323,119.9780112593623 32.01911891840641,119.9600225766961 32.00438719201321,119.9766385234449 31.99841476836788,119.9862801690375 31.9882721598841,119.9953732334005 31.98113923600337,120.0051645064438 31.97209484231719,120.01291787689 31.97012893249057,120.0354913505787 31.96056575980685,120.0449041178279 31.95794420818758,120.0570211019848 31.95566529813357,120.051913636277 31.93806167545918,119.993663202046 31.94767574608356
Port of Barcelona;ESBCN;2.125121911942972 41.31111843103062,2.149810263959426 41.34731695973227,2.181567618695754 41.38538673855788,2.200407454816359 41.38912165869169,2.203299299062526 41.38702055726793,2.19995190221194 41.38357531176527,2.197849050344264 41.38582923134018,2.188592193218603 41.37574890118501,2.188141912101538 41.37102913372155,2.190929973667729 41.36860207467936,2.188183391636479 41.36447947081572,2.185265148228276 41.35781189460349,2.179857814854253 41.35926142580382,2.174964682739368 41.35152313018537,2.169625720377487 41.32632299419828,2.172586879129929 41.31720190470401,2.165462931986374 41.31765315469349,2.167437037821335 41.31120642980108,2.166792711198342 41.3092481091083,2.15434726136924 41.29699720740399,2.152072748124611 41.2957719906517,2.147094568192972 41.29512778054928,2.125121911942972 41.31111843103062
Port of Aarhus;DKAAR;10.22401610909992 56.17025645624844,10.26227920442505 56.15257221126359,10.22702018319659 56.13942324082143,10.20453506893496 56.13413847841824,10.20844613 56.15776146000002,10.22401610909992 56.17025645624844
Port of Manila;PHMNL;120.8678348686315 14.42781583538481,120.946455779276 14.65346506290673,120.9950984803124 14.56889781690651,121.0003574516393 14.46338997242414,120.8678348686315 14.42781583538481
Port of Wuhu;CNWHI;118.353457609871 31.30669332004052,118.3565332091048 31.31615287688095,118.3554388756847 31.32543308048355,118.3499457116222 31.33451197819016,118.3471097234969 31.35514702202283,118.3822264802779 31.35522874852178,118.3822264802779 31.30902487820674,118.353457609871 31.30669332004052
Port of Dordrecht;NLDOR;4.553040728496581 51.78014815616141,4.553040728496581 51.82393439589966,4.620947524346618 51.8704092169537,4.623492553609744 51.87215101286824,4.623617343346695 51.87223641787994,4.623623026622135 51.87224030746427,4.730129861526616 51.87224030746427,4.730129861526616 51.78014815616141,4.553040728496581 51.78014815616141
Port of Aalborg;DKAAL;9.912256275634878 57.04769798962087,9.922384296875112 57.06011460278367,9.961739849870327 57.07879489170503,10.00414020997775 57.09530450420093,10.08117107055675 57.05591395781605,10.06922470762634 57.04548171473397,9.912256275634878 57.04769798962087
Port of Xingang;CNTXG;117.6775387657109 39.03858299656733,117.6987102796558 39.06990934714821,117.7354458143238 39.05613634799025,117.7283505332891 39.01511244604302,117.6775387657109 39.03858299656733
Port of Tauranga;NZTRG;176.1685942330891 -37.67693311536902,176.1627235218827 -37.66573392633091,176.1626376911942 -37.65832780922478,176.1741160056349 -37.63981010604225,176.1824415824171 -37.6381335831814,176.1922548946253 -37.64468086829069,176.1835859950892 -37.67700104772422,176.1685942330891 -37.67693311536902
Port of Mormugao;INMRM;73.80679280229059 15.398121228549854,73.78833920426814 15.413263875941738,73.7909999556109 15.42029697086923,73.81760746903863 15.410450571319586,73.8184657759234 15.401182945645502,73.80679280229059 15.398121228549854
Port of Gangavaram;INGGV;83.22686386984965 17.622917113936964,83.24098301810406 17.639604077090254,83.24939442557478 17.62471676269132,83.23694897574565 17.613028349226738,83.22686386984965 17.622917113936964
Port of Akdeniz;TRAKD;30.594282628409648 36.82669083058116,30.594282628409648 36.844001531187416,30.619947273381694 36.844001531187416,30.619947273381694 36.82669083058116,30.594282628409648 36.82669083058116
Port of Nunukan;IDNNX;117.64365572465675 4.13721945459264,117.64365572465675 4.154591724613946,117.66427523054817 4.154591724613946,117.66427523054817 4.13721945459264,117.64365572465675 4.13721945459264
MARIN;ESMPG;-8.706880698322939 42.394413552732004,-8.706767045145972 42.39825125685877,-8.705007516032202 42.39888509262474,-8.701488457804663 42.399106933630264,-8.700844727641089 42.400596417212995,-8.69857021439646 42.40531816336153,-8.690459214335425 42.40778980823316,-8.684287619273222 42.407878751835,-8.684030127207794 42.403252266743976,-8.693299841563263 42.392350158364906,-8.706880698322939 42.394413552732004
HARTLEPOOL;GBHTP;-1.198401205557373 54.6860351797979,-1.209130041616943 54.68930963702158,-1.203379385489014 54.6993298191187,-1.187586538809327 54.70151210485329,-1.177973501699951 54.69551053659555,-1.173853628653076 54.69208775719494,-1.188273184317139 54.69357595762787,-1.194882147329834 54.69099637552239,-1.192650549429444 54.68846624148111,-1.198401205557373 54.6860351797979
