Port of Kongshavn;FORVK;-6.754701678458182 62.15036831717608,-6.67075302549255 62.15036831717608,-6.67075302549255 62.10439933220723,-6.735663464786054 62.10439933220723,-6.754701678458182 62.15036831717608
Augustenborg Yachthavn;DKAUB;9.802784875365269 54.94460813405315,9.802784875365269 54.98174673722358,9.921889387980872 54.98174673722358,9.921889387980872 54.92422125350652,9.831836954554623 54.92422125350652,9.802784875365269 54.94460813405315
Port of Porto Torres;ITPTO;8.342322244075017 40.82468442980193,8.342322244075017 40.88234892436296,8.432822090478421 40.88234892436296,8.432822090478421 40.82468442980193,8.342322244075017 40.82468442980193
Port of Yeysk;RUYEY;38.20060195036652 46.72432717776835,38.20060195036652 46.77041108498327,38.28049393733428 46.77041108498327,38.28049393733428 46.72432717776835,38.20060195036652 46.72432717776835
Port of Puerto de Hierro;VEPHO;-62.13742825576017 10.607403698196935,-62.13742825576017 10.665294993948182,-62.06768516525922 10.665294993948182,-62.06768516525922 10.607403698196935,-62.13742825576017 10.607403698196935
Port of Kholmsk;RUKHO;141.98554361892323 47.03998839937262,141.98554361892323 47.097590704227265,142.0860065435224 47.097590704227265,142.0860065435224 47.03998839937262,141.98554361892323 47.03998839937262
Taconite Harbor;USTCH;-90.95083130141411 47.50747851473723,-90.95083130141411 47.5420363830723,-90.89003220577811 47.5420363830723,-90.89003220577811 47.50747851473723,-90.95083130141411 47.50747851473723
Port of Ras Tanura;SARTA;50.15987081442975 26.6147339685612,50.12279195700787 26.65350464698109,50.18767995749615 26.68132139546073,50.19454641257428 26.62537420336477,50.15987081442975 26.6147339685612
Thyboron Harbour;DKTYB;8.17400687198678 56.6817864368648,8.20912016833608 56.71268568351044,8.225313559974888 56.70819453743397,8.232237237258227 56.68969038025296,8.250535322972778 56.70005316213343,8.242988316928152 56.70033110360151,8.246070279725236 56.70338087637302,8.251048459656877 56.70319240080781,8.250552764479613 56.70005241166893,8.23223371701277 56.68968468745953,8.235085799046994 56.68422241552517,8.231423693164455 56.67124020638715,8.17400687198678 56.6817864368648
Port of Miyako;JPMYK;141.92504450684302 39.605493259873256,141.92504450684302 39.66316983146852,142.01393531929074 39.66316983146852,142.01393531929074 39.605493259873256,141.92504450684302 39.605493259873256
PrimePort Timaru;NZTIU;171.20626078611076 -44.41653061431429,171.20626078611076 -44.35890734414841,171.3020360933327 -44.35890734414841,171.3020360933327 -44.41653061431429,171.20626078611076 -44.41653061431429
Kawaihae Harbor, Hawaii;USKWH;-155.86855390125803 20.00894390674418,-155.86855390125803 20.066787288159396,-155.79561331895425 20.066787288159396,-155.79561331895425 20.00894390674418,-155.86855390125803 20.00894390674418
Port Hope Harbour;CAOPE;-78.33431958403435 43.90751091769327,-78.33431958403435 43.96514460919759,-78.2392785561605 43.96514460919759,-78.2392785561605 43.90751091769327,-78.33431958403435 43.90751091769327
Port of Tobruq;LYTOB;23.943236899730305 32.04297062456196,23.943236899730305 32.10071917401064,24.02405843478296 32.10071917401064,24.02405843478296 32.04297062456196,23.943236899730305 32.04297062456196
Port of Grand Haven;USGHN;-86.27765045251356 43.05233838504002,-86.27765045251356 43.109980645733714,-86.18394174239126 43.109980645733714,-86.18394174239126 43.05233838504002,-86.27765045251356 43.05233838504002
Port of Santa Rosalia;MXSRL;-112.31679859032225 27.33147752819316,-112.31679859032225 27.389266843324485,-112.23966682246983 27.389266843324485,-112.23966682246983 27.33147752819316,-112.31679859032225 27.33147752819316
Port of Giresun;TRGIR;38.34547702516249 40.89997232271575,38.34547702516249 40.946102950808005,38.41795316337912 40.946102950808005,38.41795316337912 40.89997232271575,38.34547702516249 40.89997232271575
Port of Isabel;PHISL;124.39938849292034 10.875678226745226,124.39938849292034 10.921990400430783,124.45523134960575 10.921990400430783,124.45523134960575 10.875678226745226,124.39938849292034 10.875678226745226
Port of Imbituba;BRIBB;-48.68586943195597 -28.250401034501863,-48.68586943195597 -28.204177672659327,-48.62367035232696 -28.204177672659327,-48.62367035232696 -28.250401034501863,-48.68586943195597 -28.250401034501863
Port of Wanganui;NZWAG;174.95174483098174 -39.96611931890607,174.95174483098174 -39.91998413347763,175.0231799753287 -39.91998413347763,175.0231799753287 -39.96611931890607,174.95174483098174 -39.96611931890607
Port of Weipa;AUWEI;141.8303066205075 -12.66726605020409,141.8400340994079 -12.64850724906498,141.8957668247125 -12.65878009332978,141.8869548775213 -12.68836805150032,141.8303066205075 -12.66726605020409
Cruz Bay;VICZB;-64.80129547315644 18.32859783996072,-64.80106658957428 18.33636508131285,-64.79162521384184 18.33652802667797,-64.7925979625177 18.32914101663675,-64.80129547315644 18.32859783996072
Port of New Amsterdam;GYNAM;-57.54731104781384 6.219984620474404,-57.54731104781384 6.266307761665251,-57.49214374957218 6.266307761665251,-57.49214374957218 6.219984620474404,-57.54731104781384 6.219984620474404
Port of Treguier;FRTRE;-3.271856470706522 48.77128126454475,-3.271856470706522 48.81734881370384,-3.188766578364846 48.81734881370384,-3.188766578364846 48.77128126454475,-3.271856470706522 48.77128126454475
Bridlington Harbour;GBBRT;-0.239109413394959 54.06010260725886,-0.239109413394959 54.10612889213702,-0.145828294621883 54.10612889213702,-0.145828294621883 54.06010260725886,-0.239109413394959 54.06010260725886
Port of Temryuk;RUTMR;37.31750499264145 45.31734112397396,37.31750499264145 45.363436329552435,37.39539431352041 45.363436329552435,37.39539431352041 45.31734112397396,37.31750499264145 45.31734112397396
Port of Saint Valery-sur-Somme;FRSVS;1.570810159826545 50.16269804318929,1.570810159826545 50.20875456541096,1.656288911702271 50.20875456541096,1.656288911702271 50.16269804318929,1.570810159826545 50.16269804318929
Port of Calvi;FRCLY;8.710108850203337 42.5460059485916,8.710108850203337 42.59212341791119,8.78446013317442 42.59212341791119,8.78446013317442 42.5460059485916,8.710108850203337 42.5460059485916
Port of Berdyansk;UAERD;36.722853981153875 46.7243230142081,36.722853981153875 46.781928474948515,36.82272883174229 46.781928474948515,36.82272883174229 46.7243230142081,36.722853981153875 46.7243230142081
Port of Luba;GQLUB;8.543942196818643 3.453886010860324,8.543942196818643 3.471258553083186,8.564545468574371 3.471258553083186,8.564545468574371 3.453886010860324,8.543942196818643 3.453886010860324
Port of Inebolu;TRINE;33.73024355925781 41.95987263592311,33.73024355925781 42.005994799930725,33.803909078463406 42.005994799930725,33.803909078463406 41.95987263592311,33.73024355925781 41.95987263592311
Port of Pozzuoli;ITPOZ;14.06683262346013 40.80907764930211,14.07238300448915 40.83458214483997,14.12148531434757 40.83645995472821,14.13002272190275 40.82724475249967,14.13047566301021 40.82557021044448,14.12783678529483 40.8104797800998,14.06683262346013 40.80907764930211
Port of Milford Haven;GBMLF;-5.127393760398611 51.67915779191713,-5.118238479976192 51.72802336013669,-5.043165230803773 51.72008363639392,-4.968435325340017 51.71192979061439,-4.960538902000173 51.66908024910231,-5.127393760398611 51.67915779191713
Port Jefferson Harbor;USPTJ;-73.11916075167738 40.94375771069258,-73.11931956204099 40.97713084036423,-73.07943690038265 40.97319953929303,-73.0479084239898 40.96339187068705,-73.04802286840022 40.93689955285481,-73.11916075167738 40.94375771069258
Port of Nice;FRNCE;7.236499998030118 43.68121321572042,7.236957762575109 43.69859091654035,7.314548710196611 43.70918056664831,7.317753048914816 43.68419260772913,7.289196412200364 43.67880298892413,7.236499998030118 43.68121321572042
Port of Ayios Nikolaos;GRANI;25.704565878704738 35.18113318992375,25.704565878704738 35.198448638355714,25.729702557929116 35.198448638355714,25.729702557929116 35.18113318992375,25.704565878704738 35.18113318992375
Port of Bialla;PGBAA;150.9958592533959 -5.314724550946553,150.9958592533959 -5.297352906063417,151.0165131131099 -5.297352906063417,151.0165131131099 -5.314724550946553,150.9958592533959 -5.314724550946553
Port of Upernavik;GLJUV;-56.18606038609986 72.78034244750873,-56.18606038609986 72.79755753994034,-56.11677066417821 72.79755753994034,-56.11677066417821 72.78034244750873,-56.18606038609986 72.78034244750873
Port of Nishtun;YENIS;52.18547531248862 15.812780180936123,52.18547531248862 15.83014045416829,52.20684565028458 15.83014045416829,52.20684565028458 15.812780180936123,52.18547531248862 15.812780180936123
Port of Beni Saf;DZBSF;-1.404620119818957 35.29780000314627,-1.404620119818957 35.31511511793211,-1.379447406892439 35.31511511793211,-1.379447406892439 35.29780000314627,-1.404620119818957 35.29780000314627
Manistee Harbor;USMBL;-86.337605940924 44.24753388088918,-86.337605940924 44.26482241367556,-86.308938828137 44.26482241367556,-86.308938828137 44.24753388088918,-86.337605940924 44.24753388088918
Port of Cleveland;USCLE;-81.72221510801123 41.49614135211155,-81.72221510801123 41.513438199171304,-81.69479427320002 41.513438199171304,-81.69479427320002 41.49614135211155,-81.72221510801123 41.49614135211155
San Joaquin Harbor;USTIO;-121.7670469661495 38.01030346290226,-121.7670469661495 38.02761069821287,-121.74097507751678 38.02761069821287,-121.74097507751678 38.01030346290226,-121.7670469661495 38.01030346290226
Port of Chignik;USKCL;-158.40567520180196 56.28921598719353,-158.40567520180196 56.306468952087755,-158.3686977570746 56.306468952087755,-158.3686977570746 56.28921598719353,-158.40567520180196 56.28921598719353
Port of Diamante;ARDME;-60.657734725580525 -32.06470264701972,-60.657734725580525 -32.04737877464768,-60.633491711660994 -32.04737877464768,-60.633491711660994 -32.06470264701972,-60.657734725580525 -32.06470264701972
Port of Gary;USGT4;-87.33946280243482 41.60836372234196,-87.33946280243482 41.62566023160848,-87.31199448813841 41.62566023160848,-87.31199448813841 41.60836372234196,-87.33946280243482 41.60836372234196
Port of Friday Harbor;USFRD;-123.0231517469102 48.52821721059323,-123.0283029924253 48.54703734094866,-123.0056136779777 48.54735022416162,-122.9925960218126 48.53382525952406,-122.9931968366319 48.52315806711565,-123.0231517469102 48.52821721059323
Port of Lembar;IDAMP;116.0661527329344 -8.73206622849952,116.0650512395355 -8.72638218319321,116.0828754116361 -8.726127671734915,116.0774394697788 -8.73186827731027,116.0661527329344 -8.73206622849952
KERET;RUKER;33.483844272423404 66.26590498463514,33.483844272423404 66.32333545669351,33.6538668951042 66.32333545669351,33.6538668951042 66.26590498463514,33.483844272423404 66.26590498463514
Port of Havoysund;NOHAV;24.63611942809108 70.9919216715293,24.62576252326868 70.99680390641308,24.69311101047821 71.00082804628849,24.70581395237274 70.99967305365365,24.70117909519501 70.99013245886593,24.63611942809108 70.9919216715293
NGHE TINH;VNNGT;105.72782735952595 18.740753297801774,105.72782735952595 18.798604667126412,105.80020489165479 18.798604667126412,105.80020489165479 18.740753297801774,105.72782735952595 18.740753297801774
TOLEDO;PHTLD;123.5991499168006 10.36318383218156,123.5991499168006 10.42107600392288,123.66883822402997 10.42107600392288,123.66883822402997 10.36318383218156,123.5991499168006 10.36318383218156
NYKOPING;SENYO;16.945969884843826 58.72423442180287,16.945969884843826 58.781725358455496,17.077794220524055 58.781725358455496,17.077794220524055 58.72423442180287,16.945969884843826 58.72423442180287
DUTCH HARBOR;USDUT;-166.5502402119871 53.90443969829545,-166.5558478178407 53.91879790448007,-166.5254065345341 53.92904111909394,-166.5105905199989 53.91502104459494,-166.5502402119871 53.90443969829545
SEARSPORT;USSRP;-68.94855226636867 44.42535396141585,-68.94855226636867 44.48298246013444,-68.85267533095131 44.48298246013444,-68.85267533095131 44.42535396141585,-68.94855226636867 44.42535396141585
ASSAB;ETASA;42.712249669299815 12.974074159278649,42.712249669299815 13.031955957920559,42.78259431855058 13.031955957920559,42.78259431855058 12.974074159278649,42.712249669299815 12.974074159278649
RODDICKTON;CAROD;-56.1914807607063 50.84087241224543,-56.1914807607063 50.89843706856908,-56.083077571648374 50.89843706856908,-56.083077571648374 50.84087241224543,-56.1914807607063 50.84087241224543
BELOMORSK;RUBEM;34.71474654453532 64.50758436059769,34.71474654453532 64.56502777382103,34.873747219364574 64.56502777382103,34.873747219364574 64.50758436059769,34.71474654453532 64.50758436059769
PELABUHAN SANDAKAN;MYSDK;118.05020972851082 5.780008470498736,118.05020972851082 5.837913358813471,118.11911403957649 5.837913358813471,118.11911403957649 5.780008470498736,118.05020972851082 5.780008470498736
WAKKANAI;JPWKJ;141.6327822666603 43.390842110999735,141.6327822666603 43.44848098105196,141.7270113352443 43.44848098105196,141.7270113352443 43.390842110999735,141.6327822666603 43.390842110999735
ROSYTH;GBROY;-3.459519521193779 56.04244896673796,-3.414366348679513 56.02608088864187,-3.434107412267812 56.01565541433916,-3.46999086518792 56.0216839845682,-3.459519521193779 56.04244896673796
Port of Paimpol;FRPAI;-3.094568314950935 48.762693458456695,-3.094568314950935 48.808761075947125,-3.011492600090959 48.808761075947125,-3.011492600090959 48.762693458456695,-3.094568314950935 48.762693458456695
Port of Indiana-Mount Vernon;USYMV;-87.86531041847464 37.91367703335328,-87.877625077618 37.92423014910231,-87.8844486173519 37.92665621629521,-87.88204740403724 37.93002839888798,-87.86729883117056 37.92790710181244,-87.85998891578906 37.91521189094888,-87.86531041847464 37.91367703335328
Port of Aspropyrgos;GRASS;23.56069830554855 38.03480425164685,23.56050717811684 38.05023986788092,23.6002948666582 38.04985572846388,23.59846380847824 38.02344599683053,23.56069830554855 38.03480425164685
ROSSLARE;IEROE;-6.397751869259279 52.22890493377586,-6.397751869259279 52.28645608595716,-6.285997294196791 52.28645608595716,-6.285997294196791 52.22890493377586,-6.397751869259279 52.22890493377586
BANDAR KHOMEYNI;IRBKK;49.02274585475425 30.403302232724634,49.02274585475425 30.461065411358994,49.102182633855236 30.461065411358994,49.102182633855236 30.403302232724634,49.02274585475425 30.403302232724634
SOVETSKAYA GAVAN;RUSOG;140.22582172192904 48.95940647300882,140.22582172192904 49.01698966767757,140.33008557019411 49.01698966767757,140.33008557019411 48.95940647300882,140.22582172192904 48.95940647300882
Pondo Harbour;PGPDO;151.59702402104884 -4.580980414998955,151.59702402104884 -4.546236387349985,151.6382858882012 -4.546236387349985,151.6382858882012 -4.580980414998955,151.59702402104884 -4.580980414998955
Puerto Nuevo;PRPNU;-66.09660873772408 18.435592905349047,-66.09660873772408 18.436749953584652,-66.09516398583487 18.436749953584652,-66.09516398583487 18.435592905349047,-66.09660873772408 18.435592905349047
Port of Patras;GRGPA;21.7230975666276 38.24343551906907,21.72979236032878 38.2544450480714,21.73551440797345 38.26760935600694,21.75199340341573 38.26718383188984,21.75199340341573 38.24410835317696,21.7230975666276 38.24343551906907
Xidi Harbour;CNXTI;116.66259047445253 23.34241881531625,116.66259047445253 23.36554669787186,116.69244280979088 23.36554669787186,116.69244280979088 23.34241881531625,116.66259047445253 23.34241881531625
Port of Toyohashi;JPTHS;137.2912827966432 34.71104684640183,137.2912827966432 34.73413596937466,137.32460863731478 34.73413596937466,137.32460863731478 34.71104684640183,137.2912827966432 34.71104684640183
Detroit/Wayne County Port Authority;USDET;-83.14207338804485 42.2471708457801,-83.14207338804485 42.27023038826403,-83.10508009442448 42.27023038826403,-83.10508009442448 42.2471708457801,-83.14207338804485 42.2471708457801
IPSWICH;GBIPS;1.160524713925065 52.01578741433642,1.118335037003488 52.06657958272419,1.168917926238136 52.06052889773181,1.18203960301073 52.02371031738815,1.160524713925065 52.01578741433642
Port of Zhangjiagang;CNZJG;120.3667725115794 31.95165667360413,120.3605640909065 31.97520101899204,120.4532194187618 32.02519914931229,120.4881238952498 31.95963550863613,120.3667725115794 31.95165667360413
Port of Vukovar;HRVUK;18.94736315555937 45.338515369500705,18.94736315555937 45.38461040488513,19.02528152301138 45.38461040488513,19.02528152301138 45.338515369500705,18.94736315555937 45.338515369500705
Port of Gennevilliers;FRGVL;2.231956901521947 48.92186064947996,2.231956901521947 48.96792700100626,2.315296479215204 48.96792700100626,2.315296479215204 48.92186064947996,2.231956901521947 48.92186064947996
Port of Rongqi;CNROQ;113.20589587390701 22.665667672738046,113.20589587390701 22.711927713079355,113.26530804876299 22.711927713079355,113.26530804876299 22.665667672738046,113.20589587390701 22.665667672738046
Port of Purfleet;GBPFT;0.246598826140973 51.47309556480597,0.246598826140973 51.474246666385184,0.24879549565322 51.474246666385184,0.24879549565322 51.47309556480597,0.246598826140973 51.47309556480597
Port of Birkenhead;GBBRK;-3.024842399692134 53.391706843693385,-3.024842399692134 53.39285756982659,-3.022548211990213 53.39285756982659,-3.022548211990213 53.391706843693385,-3.024842399692134 53.391706843693385
Port of Kasaoka;JPKSA;133.43577515191575 34.46059404969378,133.43577515191575 34.46174853951418,133.43743624883146 34.46174853951418,133.43743624883146 34.46059404969378,133.43577515191575 34.46059404969378
Port of Eleusis;GRFLS;23.506062240480208 38.02910798530468,23.506062240480208 38.05218430802336,23.54083490973131 38.05218430802336,23.54083490973131 38.02910798530468,23.506062240480208 38.02910798530468
Ellesmere Port;GBELL;-2.923833390463476 53.269652386639,-2.923833390463476 53.3156847084838,-2.832282982414268 53.3156847084838,-2.832282982414268 53.269652386639,-2.923833390463476 53.269652386639
Port of Taizhou;CNTZO;119.4125966147161 32.25738265833731,119.4016186479051 32.29605817896054,119.4731573201763 32.30048701854024,119.4702462262697 32.27243038934975,119.4423941678591 32.26897108207541,119.4223383978582 32.26181014270367,119.4125966147161 32.25738265833731
Port of Porbandar;INPBD;69.55590486824538 21.594010399270914,69.55590486824538 21.640276472103363,69.61486893984043 21.640276472103363,69.61486893984043 21.594010399270914,69.55590486824538 21.594010399270914
Fraser River Port;CAFRR;-122.9515982768319 49.20214051678937,-122.9649291904566 49.21209253065595,-122.9114295146249 49.23435796679541,-122.911200625804 49.21417780160098,-122.9515982768319 49.20214051678937
Port of Pointe-a-Pitre;GPPTP;-61.59072170555901 16.22572360949066,-61.57767544091057 16.26286040100447,-61.53693446712878 16.26088287872349,-61.51948222430095 16.21229343961814,-61.59072170555901 16.22572360949066
Port of Petropavlovsk - Kamchatskiy;RUPKC;158.62532132978924 52.99746715282743,158.62532132978924 53.02048376960939,158.67079671941335 53.02048376960939,158.67079671941335 52.99746715282743,158.62532132978924 52.99746715282743
Port of Acajutla;SVAQJ;-89.84642867754836 13.597674751352155,-89.81491509056632 13.597674751352155,-89.81491509056632 13.551371478502862,-89.85149829947811 13.551371478502862,-89.84642867754836 13.597674751352155
Port of Innoshima;JPINS;133.15582184746137 34.27306408004942,133.15582184746137 34.3033693859057,133.19478737217554 34.31924620034254,133.22213423662606 34.31924620034254,133.22213423662606 34.27306408004942,133.15582184746137 34.27306408004942
MOLDTUSTRANDA;NOMLT;5.594334201878271 62.28988808142952,5.625857758417363 62.34255568859604,5.743598636605872 62.34255568859604,5.736927583921104 62.29499627659047,5.594334201878271 62.28988808142952
Port of Onne;NGONN;7.135765162402051 4.664779860556152,7.138397310500252 4.714395001847407,7.193672273879158 4.702305197048929,7.159883585863965 4.655198600668484,7.135765162402051 4.664779860556152
Port of Hungnam;KPHGM;127.65973476435136 39.80433624740752,127.59335902843704 39.815764574689865,127.63718990700397 39.84788558008435,127.66688732521688 39.80521541169469,127.65973476435136 39.80433624740752
Port of Puerto Cabello;VEPBL;-68.05940767323882 10.435880101806909,-68.05940767323882 10.444311380244825,-67.99228970438884 10.528507591507502,-67.97830477970066 10.528507591507502,-68.00095376893437 10.435880101806909,-68.05940767323882 10.435880101806909
Port of Subic Bay;PHSFS;120.18510634216031 14.815358804430815,120.21102721008023 14.896329423833734,120.3125916608901 14.832732313457626,120.28598414746239 14.776138988006167,120.18510634216031 14.815358804430815
Port of Madang;PGMAG;145.80664432757328 -5.219660394613413,145.8008507561011 -5.222783503404756,145.79555347943437 -5.203267420799634,145.80390051388864 -5.204250405529621,145.80327811637093 -5.20813790210407,145.80604727567882 -5.213372191013335,145.80664432757328 -5.219660394613413
Port of Thessaloniki;GRSKG;22.83335310266393 40.58352837960513,22.83335310266393 40.67579758289516,22.97766559906373 40.67579758289516,22.97766559906373 40.58352837960513,22.83335310266393 40.58352837960513
Port of Taranto;ITTAR;17.13918889226385 40.43946706845614,17.08998555159961 40.52735223782068,17.27103109779602 40.5310055530058,17.3527419132257 40.4927228210133,17.31748653832089 40.40464980253273,17.13918889226385 40.43946706845614
Port of Sunderland;GBSUN;-1.465528395510378 54.86873531689452,-1.465528395510378 54.9374545958003,-1.37909468816883 54.96078070822241,-1.275147572293158 54.96078070822241,-1.275147572293158 54.86873531689452,-1.465528395510378 54.86873531689452
Aberdeen Harbour;GBABD;-2.145851256219376 57.1166190592206,-2.144153654501197 57.17065837061162,-2.064045008430612 57.17903320503586,-2.0312003888181 57.11987237397497,-2.145851256219376 57.1166190592206
Port of Wuhan;CNWUH;114.2590654687276 30.56023260518039,114.3008364002937 30.63273425463441,114.3518770462153 30.60762094051161,114.3096483474849 30.53983174629043,114.2858777310354 30.54941933825937,114.2941702150759 30.56189553417057,114.3022382997926 30.57192175036458,114.3183172496404 30.59628088801902,114.3338955195989 30.61646059009857,114.3235100049835 30.62155717720746,114.3149698527898 30.60637741976279,114.3036402045303 30.5895082324913,114.297260119861 30.57847394911573,114.2870462679323 30.56544301114036,114.2785538068582 30.55237316411254,114.2590654687276 30.56023260518039
Port of La Plata;ARLPG;-57.96987107538976 -34.88746415501907,-57.92374804182893 -34.83290842679867,-57.85256578735994 -34.84380422558026,-57.90120652329884 -34.92425423649897,-57.96987107538976 -34.88746415501907
Port of Djibouti;DJJIB;43.12792274645206 11.61946842344236,43.15721961970583 11.62832384366574,43.15553684465169 11.58514248850121,43.12274429666019 11.5823342635987,43.12792274645206 11.61946842344236
Porto di Monte di Procida;ITNMP;14.032517248079856 40.78705677814366,14.032517248079856 40.79858938372789,14.050601180166044 40.79858938372789,14.050601180166044 40.78705677814366,14.032517248079856 40.78705677814366
Malongo Terminal;AOMAL;12.016219171408519 -5.464631177253308,12.016219171408519 -5.453050133254894,12.029991844004485 -5.453050133254894,12.029991844004485 -5.464631177253308,12.016219171408519 -5.464631177253308
Port of Luminita;ROLUM;28.626948780594425 44.34872661021117,28.626948780594425 44.36025204141481,28.646092180176044 44.36025204141481,28.646092180176044 44.34872661021117,28.626948780594425 44.34872661021117
Puerto de Pacasmayo;PEPAC;-79.5807533465616 -7.403241879822713,-79.5807533465616 -7.391661715361154,-79.56692841139788 -7.391661715361154,-79.56692841139788 -7.403241879822713,-79.5807533465616 -7.403241879822713
Port of Bergen;NOBGO;5.164374298283766 60.39117617072176,5.164374298283766 60.45217068066169,5.385891748394959 60.45217068066169,5.385891748394959 60.36020304943001,5.229226663664072 60.36020304943001,5.164374298283766 60.39117617072176
Port of Tripoli;LYTIP;13.11114254475568 32.87727793301,13.11114254475568 32.96966504819187,13.24167942382086 32.96966504819187,13.24167942382086 32.87727793301,13.11114254475568 32.87727793301
Port of Agadir;MAAGA;-9.755836751633561 30.35216652079966,-9.755836751633561 30.513912205871,-9.53342019691167 30.513912205871,-9.53342019691167 30.35216652079966,-9.755836751633561 30.35216652079966
Scheveningen Port;NLSCE;4.233674328787167 52.08367348070431,4.252900413483295 52.10455514575762,4.281396202057515 52.12163287516805,4.30474214932314 52.10989703381506,4.26537446655697 52.07185729503266,4.233674328787167 52.08367348070431
Port of San Antonio Oeste;AROES;-64.8949851059287 -40.803220173323766,-64.8949851059287 -40.791687785097146,-64.87689968748606 -40.791687785097146,-64.87689968748606 -40.803220173323766,-64.8949851059287 -40.803220173323766
Port of Itaqui;BRITQ;-44.37661697128027 -2.588850634698957,-44.38136627286843 -2.571416088924096,-44.38316871732644 -2.556325009464786,-44.38099433901193 -2.546178444350105,-44.36344687311504 -2.552539257095049,-44.36342765635749 -2.590822724183525,-44.37661697128027 -2.588850634698957
Port of Honiara;SBHIR;159.93125039951286 -9.450646270626045,159.93125039951286 -9.404330643271315,159.98683900799733 -9.404330643271315,159.98683900799733 -9.450646270626045,159.93125039951286 -9.450646270626045
Port of Hel;PLHEL;18.79176713249191 54.59616006457009,18.77408601066574 54.61564752101813,18.80919588027137 54.61647167174391,18.80984880451589 54.59669046292919,18.79176713249191 54.59616006457009
Port of Faro;PTFAO;-7.956091215947632 36.981709524630865,-7.956091215947632 37.02787098157431,-7.887501516024337 37.02787098157431,-7.887501516024337 36.981709524630865,-7.956091215947632 36.981709524630865
Port of Imabari;JPIMB;132.96213530532202 34.05090389097649,132.96213530532202 34.108633972977735,133.0448139944178 34.108633972977735,133.0448139944178 34.05090389097649,132.96213530532202 34.05090389097649
Port of Yeosu;KRYOS;127.7107188587668 34.71017240378686,127.7107188587668 34.76789630402736,127.7657876796833 34.76811691963449,127.7940487015958 34.71017240378686,127.7107188587668 34.71017240378686
Port of Pohang;KRKPO;129.3485558259977 36.01022349942949,129.3652642017673 36.07499772079711,129.4504642157807 36.07354974451346,129.4801628851542 36.00633535252776,129.4433129060758 35.97818686414267,129.3485558259977 36.01022349942949
Port of Kalmar;SEKLR;16.32630803815565 56.64742742736846,16.35034063616778 56.67132884471653,16.38581731375317 56.67573008675478,16.39153936663653 56.65032155952915,16.32630803815565 56.64742742736846
Port of Kolobrzeg;PLKOL;15.56389299943706 54.1665570632039,15.53711382725171 54.18223145183075,15.54718462890609 54.19160645852239,15.55942980363628 54.19113775392614,15.58952776680829 54.17265336665315,15.56389299943706 54.1665570632039
Port of Omisalj;HROMI;14.453704522039821 45.19687455563521,14.453704522039821 45.233443356793536,14.504923904242196 45.25449531694266,14.550869480609592 45.25449531694266,14.550869480609592 45.19687455563521,14.453704522039821 45.19687455563521
Port of Port Arthur;USPOA;-93.9921091983552 29.80834469306711,-93.99130810843695 29.85282101791337,-93.93324366077927 29.87134283451925,-93.92775049671677 29.86759656741761,-93.94959439383733 29.82179888848255,-93.9921091983552 29.80834469306711
Port of Caleta Clarencia;CLCLR;-70.14871532775976 -52.92060658037931,-70.14871532775976 -52.874576306645885,-70.05799258725862 -52.874576306645885,-70.05799258725862 -52.92060658037931,-70.14871532775976 -52.92060658037931
Port of Guntersville;USGUE;-86.29752162972441 34.34890992843495,-86.29752162972441 34.366227742600515,-86.27263605091179 34.366227742600515,-86.27263605091179 34.34890992843495,-86.29752162972441 34.34890992843495
Sidney Harbour;CASDY;-123.457972732317 48.6456790452242,-123.4529581108603 48.68377832516373,-123.4090492320273 48.69302813780939,-123.3700879714551 48.68377832516373,-123.3895942847038 48.63422242404624,-123.457972732317 48.6456790452242
SARROCH OIL TERMINAL;ITPFX;9.041837978158773 39.015629320005985,9.002913760934652 39.117222435347855,9.082221317086997 39.13253700491012,9.140886592660724 39.02336473225117,9.041837978158773 39.015629320005985
POND INLET;CAPDI;-76.94745326206856 72.70878476598794,-76.94745326206856 72.80061852414302,-76.5786730513437 72.80061852414302,-76.5786730513437 72.70878476598794,-76.94745326206856 72.70878476598794
FLYING FISH COVE;CXFFC;105.61056337634557 -10.466658607141715,105.61056337634557 -10.374033620439223,105.7220766663416 -10.374033620439223,105.7220766663416 -10.466658607141715,105.61056337634557 -10.466658607141715
YURA;JPYRA;135.03920697496596 33.91811734284651,135.03920697496596 34.010489128368945,135.17131195659906 34.010489128368945,135.17131195659906 33.91811734284651,135.03920697496596 33.91811734284651
ZIRKUH PETROLEUM PORT;AEZUR;52.930303786731095 24.98380496884838,52.930303786731095 25.07629892125371,53.05128150553153 25.07629892125371,53.05128150553153 24.98380496884838,52.930303786731095 24.98380496884838
LEITH;GBLEI;-3.183423051485574 55.9959738331134,-3.110867506000926 55.97523187622528,-3.083727981603636 55.94154658895437,-3.204211115412978 55.94154658895437,-3.202649125704323 55.99174952204419,-3.183423051485574 55.9959738331134
Port of Rizhao;CNRZH;119.4658418263006 35.32780927071431,119.5466943348455 35.38884849994602,119.5827432240057 35.3794016382913,119.5307298267889 35.29068720036186,119.4658418263006 35.32780927071431
CALUMET HARBOR;USCAY;-87.60901254274151 41.68801840864347,-87.55064767457743 41.7215107389508,-87.52409737811624 41.72082739895313,-87.51304479722366 41.67506926649835,-87.59207528338969 41.65296949224239,-87.60901254274151 41.68801840864347
